date_time,time_stamp,commit_id,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp,bug
"12/12/2005, 12:53:59",1134410039,40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,194375,0,0.0,17,262,1565,0.551843,0,0.0,0.0,0.0,0,0.0,0,1
"12/12/2005, 12:57:25",1134410245,8f1763f078525b3cbfd30dd8389d3f61da56ac78,899,0,0.0,1,7,13,0.319799,0,0.0,0.0,0.0,1,0.999993,0,0
"12/12/2005, 15:28:34",1134419314,fba1488453499bddd675dbbb04054703044b4526,42,31,140.25,3,3,4,0.285727,0,1.0,0.10735,0.25,2,1.99942,3,0
"12/13/2005, 11:17:31",1134490651,8f40a7eeca8772a16e45a15ef424142e4f90e129,0,7,329.0,1,1,1,0.0,0,1.0,0.933009,1.0,3,2.99265,1,0
"12/13/2005, 11:17:50",1134490670,ab8f458612b8c3020d7d0446216083c17221d257,0,1,1.0,1,1,1,0.0,0,1.0,0.933229,1.0,4,3.99265,2,0
"12/13/2005, 11:18:23",1134490703,262a5596d9300b7aded14d550cf8f5ee80d7ac0f,6,0,78.0,1,1,1,0.0,0,1.0,0.933611,1.0,5,4.99264,3,0
"12/13/2005, 11:19:06",1134490746,507bb1bbabbf9feafb33ac42b9c52ec0f8ebfa39,3,1,126.0,1,1,1,0.0,1,1.0,0.934109,1.0,6,5.99263,4,0
"12/13/2005, 11:19:37",1134490777,ecfbe6168de228c90f5ca0d061ba8dce275805f4,10,1,140.0,1,1,1,0.0,0,1.0,0.934468,1.0,7,6.99263,5,0
"12/13/2005, 11:20:11",1134490811,1835e4536984abac76c6d4317a73f1a7e851e960,28,0,73.0,1,1,1,0.0,0,1.0,0.934861,1.0,8,7.99262,6,0
"12/13/2005, 11:20:38",1134490838,e1cfbad4bcb9d3342da0b198798db120914a1976,29,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,9,8.99261,7,0
"12/13/2005, 11:21:32",1134490892,687bf43d9fc90263dd778350c0eaf1d7e6c9b81f,477,9,27.875,1,2,8,0.321291,0,1.0,0.23395,0.125,10,9.99259,8,1
"12/13/2005, 11:24:28",1134491068,729ff22a4b1860ef3469d5ec6ba3e5d35053b874,7,2,82.0,1,1,1,0.0,0,1.0,0.937836,1.0,11,10.9925,1,0
"12/13/2005, 11:26:19",1134491179,e73312534da211c3d7a6388760c2ec045bd338b0,2,0,165.5,1,2,2,1.0,0,1.0,0.93912,0.5,12,11.9925,2,0
"12/13/2005, 13:15:36",1134497736,a558fef3745807fc4eb75508cd385798da4b64a5,8,4,75.0,1,2,3,0.777293,0,1.0,0.703642,0.666667,13,12.9898,9,0
"12/13/2005, 16:02:04",1134507724,9b1345bb320363c1da3e31560ca46f4124c81168,27,21,161.5,4,5,6,0.495307,0,1.0,0.805139,0.666667,0,0.0,0,1
"12/13/2005, 20:07:08",1134522428,829787ac1be9acbf2f709793e3157e6a84d096f4,132,25,285.0,1,1,2,0.329677,0,1.0,1.3008,0.5,1,0.999534,0,1
"12/14/2005, 07:37:34",1134563854,73165063467db865c26ee256210dabcb97edd5e1,28,11,103.5,1,2,2,0.963422,0,1.0,1.78027,0.5,14,13.9605,1,0
"12/14/2005, 08:45:12",1134567912,f25cc68fb1ed285563dae769d3cf1720eb0b3ecb,13,12,191.0,1,1,1,0.0,1,1.0,1.82723,1.0,15,14.9586,2,0
"12/14/2005, 12:34:16",1134581656,f1bbfd320193609fad94c9ef2654c0c7b78d0aff,2,1,399.0,1,1,1,0.0,1,1.0,1.98631,1.0,16,15.9517,10,1
"12/14/2005, 12:35:27",1134581727,9fb8ee2dcaad9dc900e293d8a77e09659e96599e,88,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,17,16.9517,11,0
"12/14/2005, 14:00:44",1134586844,5cba8d744d41f10199b1545ad82ec5b335aaf1a5,1,1,645.0,1,1,1,0.0,0,1.0,2.04635,1.0,18,17.9487,12,0
"12/14/2005, 14:15:44",1134587744,20038a826492dac8f4e41bda5434ad81b3ca0592,3,1,115.0,1,1,1,0.0,0,1.0,2.05677,1.0,19,18.9482,13,1
"12/15/2005, 03:06:44",1134634004,639265de9f0f5f7be8935e8f810d54861e8c292f,2,2,420.0,1,1,1,0.0,0,2.0,1.29139,2.0,2,1.99249,1,1
"12/15/2005, 09:13:14",1134655994,db0855c34231e9802cb738538178ab17c9cd1c0d,7,8,240.0,1,1,1,0.0,0,1.0,2.8467,1.0,20,19.9052,14,0
"12/15/2005, 09:15:18",1134656118,a37a074c819f004cabec566c916d03673b7b152d,332,33,46.6,1,5,15,0.386836,0,1.0,1.45671,0.133333,21,20.9052,15,1
"12/15/2005, 22:54:41",1134705281,9359ba25b69e666f99fc1dc90d3341c4e559440c,3,3,121.0,1,1,1,0.0,0,1.0,3.41715,1.0,0,0.0,0,0
"12/16/2005, 00:41:03",1134711663,df6f3ba32ac3a5434d9068bb7c26533cedd54b2d,13,2,380.0,1,1,1,0.0,0,1.0,3.49102,1.0,0,0.0,0,0
"12/16/2005, 00:48:56",1134712136,4cb407cc4ba036507fe0ba7d5ad56e6d8152837c,6,15,391.0,1,1,1,0.0,1,2.0,0.00547454,2.0,1,0.999985,1,0
"12/16/2005, 02:20:06",1134717606,1416f77de3054f75104a18527b2d343ae51e72a1,233,0,249.667,1,2,3,0.131684,0,1.0,1.1866,0.333333,2,1.99964,2,1
"12/16/2005, 04:17:42",1134724662,0f36e0231efb8840808034e42e2cfc95004b38da,3,1,1545.0,1,1,1,0.0,0,1.0,3.64147,1.0,0,0.0,0,0
"12/16/2005, 05:33:23",1134729203,e4f8360348f02482d484cdb9a2fdb8ab3237663d,2,2,254.0,1,1,1,0.0,1,1.0,3.69403,1.0,1,0.999242,1,0
"12/16/2005, 08:56:13",1134741373,0d6f94b93dad17328ae79cfebe3ccf3c4e16b5cb,6,1,909.0,1,1,1,0.0,0,1.0,3.83488,1.0,22,21.8464,16,0
"12/16/2005, 10:54:54",1134748494,634ac91c3de96bdb8297c979d0b1b533d633efe0,7,1,348.0,1,1,1,0.0,0,2.0,2.78669,2.0,1,0.999245,1,0
"12/16/2005, 12:08:15",1134752895,bf65e7d3cf851b80aa2e8569b729642650f74441,4,7,76.6667,1,2,3,0.607831,0,2.0,2.9147,1.33333,23,22.8381,17,0
"12/16/2005, 12:48:17",1134755297,2c6156085c68facdfd288aeeb795b3b284171e9f,0,2,322.0,1,1,1,0.0,0,1.0,3.06303,2.0,24,23.8363,18,0
"12/16/2005, 12:48:33",1134755313,24389c49291ac8915553b433880078f631aec252,119,34,138.0,1,2,6,0.449642,0,1.0,3.99623,0.166667,25,24.8362,19,1
"12/16/2005, 13:39:54",1134758394,943eecc8d665401dc30e955173d4ffb3a00cbfb2,214,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,26,25.8337,3,0
"12/16/2005, 19:14:27",1134778467,d30a42cd340d0d15d27a817e89373aade04fdcba,0,2,121.0,1,1,1,0.0,0,2.0,0.84706,2.0,0,0.0,0,0
"12/17/2005, 00:49:15",1134798555,77cf351be197b926d1c98751cf7734d272ad3499,331,78,11.0909,1,1,11,0.804766,0,1.0,2.45275,0.0909091,1,0.999363,0,1
"12/17/2005, 01:01:11",1134799271,6870470c6d6a7391358e05ebb1e4957c1b5fbf51,3,0,332.0,1,1,1,0.0,0,1.0,4.505,1.0,2,1.99932,1,0
"12/17/2005, 01:13:59",1134800039,22307339a5079b5a847c30fb10727efc98409126,90,0,51.3333,1,1,3,0.0371931,0,1.0,0.0114506,0.333333,3,2.99924,2,1
"12/19/2005, 04:07:34",1134983254,0bf5ab3724a6e4193794ed0aabed44de51da66b6,15,1,205.0,1,1,1,0.0,0,1.0,6.63443,1.0,2,1.98327,0,0
"12/19/2005, 07:22:09",1134994929,384e290b7f16e1ed40ebf1706c81c91abcc80765,452,110,151.143,1,6,21,0.379582,0,1.0,4.98306,0.0952381,27,26.6352,20,1
"12/19/2005, 09:11:18",1135001478,cf3516ec554a79625aac38f91ba0a08b040416ee,0,23,214.0,1,1,1,0.0,0,1.0,6.84536,1.0,28,27.6295,1,0
"12/19/2005, 10:54:17",1135007657,7c7cca9dfb8eb503e0a8eee5f5b21a7c30d888df,140,0,0.0,1,1,2,0.462881,0,0.0,0.0,0.0,29,28.624,21,0
"12/19/2005, 11:19:51",1135009191,298ccf2a77bde24b2bc333cbb34acb0338435388,3,1,578.0,1,1,1,0.0,0,1.0,0.165069,3.0,30,29.6226,22,1
"12/19/2005, 11:50:54",1135011054,06bfecb6eddbc28bd971c4879ec7ef30108a6bf8,806,1956,98.6816,1,50,179,0.547741,0,1.0,6.86766,0.0167598,3,2.95722,0,0
"12/19/2005, 11:55:13",1135011313,6d85b4b654b7bc9684c4a9940ffcdab1db0827c1,203,0,97.1215,1,100,214,0.0,0,2.0,1.80446,0.0233645,4,3.95719,1,0
"12/19/2005, 12:20:57",1135012857,99ee7f85efc05568ce8ad2481c061100218b58ea,1,1,190.0,1,1,1,0.0,1,1.0,6.97706,1.0,5,4.95694,1,0
"12/19/2005, 12:43:22",1135014202,8b1f5a720261c76c250e5f0c9321749483193922,272,21,86.1667,1,5,12,0.473708,0,2.0,3.51024,0.25,31,30.6178,23,1
"12/19/2005, 13:00:21",1135015221,a71263c1e510059aac5ab97a5b64d5540910ac28,0,151,50.3333,1,1,3,0.866774,0,1.0,7.00442,0.333333,32,31.6168,24,0
"12/19/2005, 15:44:36",1135025076,434b563eae0b60920cbf89fa146117cc80df7c63,69,146,157.2,1,8,10,0.233494,0,2.0,0.159294,0.5,6,5.95465,2,0
"12/19/2005, 15:50:54",1135025454,791c9ff5cc4c4cb62680f1a7703507185198fe80,1,1,29.0,1,1,1,0.0,0,1.0,7.01551,2.0,7,6.95457,0,0
"12/19/2005, 15:54:26",1135025666,b556bf814125c645d414a130950965f1216b95b7,126,0,0.0,1,1,4,0.297591,0,0.0,0.0,0.0,8,7.95452,3,0
"12/19/2005, 16:01:14",1135026074,9bae342ac16b1a4e08ff52aa0dfc1c47bb9a9ba9,110,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,9,8.9544,4,0
"12/19/2005, 16:16:36",1135026996,783744d8829f2f41cb0d9078dbb6182fbc422879,1,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,10,9.95411,5,0
"12/19/2005, 16:30:58",1135027858,ee0f2e3fd574ea28e2764119489e456dd9938a43,15,17,1547.0,1,1,1,0.0,0,2.0,3.50921,2.0,11,10.9538,2,0
