date_time,time_stamp,commit_id,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp,bug
"01/14/2008, 22:13:56",1200366836,e6eaf50b5bf0bca7f435d61b3e8f54022c7cc238,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0
"01/15/2008, 11:43:39",1200415419,22345c718b950fb69e8ad518136fc657038ed810,0,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0
"02/01/2008, 23:35:52",1201926952,24c4bd048f94735a3bb6a70692247b7bd779ba92,1174,0,0.0,2,2,17,0.200764,0,1.0,1.02909,0.0588235,1,0.952861,0,0
"02/10/2008, 21:38:57",1202697537,f599de26606ac2d798df6c3643329ddc1385412d,0,100,33.3333,1,1,3,0.0,0,1.0,5.94587,0.333333,2,1.90733,1,0
"02/10/2008, 21:49:47",1202698187,884c4a8675649ed4094e8f3ebf23ff7acdbb020a,86,16,296.0,1,1,1,0.0,0,1.0,8.92633,1.0,3,2.90727,1,0
"02/10/2008, 21:50:34",1202698234,f494c00b6fb8db10824a444ce7715d875eb4c216,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,4,3.90726,0,0
"02/19/2008, 23:27:57",1203481677,1c0d31d54050dce298524a5197acab5552694a14,1921,2,22.875,2,3,16,0.332506,0,1.0,0.566761,0.125,5,4.79038,2,1
"02/24/2008, 17:00:10",1203890410,b7c044dc0c472a8a747541889e0cc450585e1d92,11,4,218.0,1,4,6,0.624595,0,1.0,4.73071,0.166667,6,5.71879,1,0
"02/24/2008, 17:38:19",1203892699,4e3e255cd97f083679a14a46b27e35b3908c6310,0,0,0.0,1,1,2,0.0,0,1.0,11.3759,0.5,7,6.71832,2,0
"02/29/2008, 22:33:13",1204342393,5339db364918df7a20fd4345558facc5f71dda91,1592,318,87.2857,1,6,21,0.392535,0,1.0,5.26586,0.0952381,8,7.61347,2,1
"03/06/2008, 04:24:07",1204795447,07f5feeeabf881ada27c476fa919941345814a2b,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0
"03/09/2008, 07:10:51",1205061051,6dd23719d845436af4759fe8669154ff8074e1a3,7,7,161.429,1,2,7,1.0,0,1.0,8.3178,0.428571,1,0.991648,0,0
"03/09/2008, 07:13:52",1205061232,6dbd767dac486c6c8d435eb8dda2cf55cfe90bc0,60,17,58.0,1,2,2,0.70928,0,1.0,4.15995,0.5,2,1.99164,1,1
"03/09/2008, 07:42:16",1205062936,b028bd35924aa5843e4913852c63b11e683cb27f,9,1,79.5,1,2,2,0.310917,0,2.0,0.0197222,1.0,3,2.99148,2,0
"03/09/2008, 07:58:00",1205063880,e2539dae3971d51614c892db31b5ed423ac3c2c3,19,11,330.333,1,3,3,0.655459,0,2.0,2.7908,1.66667,4,3.99136,3,1
"03/14/2008, 10:28:54",1205504934,0cbf4863ba03502dedc0d6f77360224356f461ae,29,59,285.75,1,4,8,0.562172,1,2.0,7.21289,0.625,5,4.92263,4,1
"03/14/2008, 10:30:58",1205505058,ad706e4c3be562349486f55db5ef4b9f1bfb9c03,0,2,134.0,1,2,2,1.0,0,2.0,0.00143519,2.0,6,5.92261,5,0
"03/16/2008, 17:24:48",1205702688,ceb992ee1784703338c2c51273fc3e25a07939fa,6099,0,0.0,1,2,26,0.554416,0,0.0,0.0,0.0,9,8.27162,3,1
"04/04/2008, 13:34:14",1207330454,73ce7a109aaa05a1ccb3816f1953301d22334bd2,3,3,27.0,1,1,2,0.57938,0,1.0,18.8399,0.5,0,0.0,0,0
"04/11/2008, 10:00:29",1207922429,9c76557b8c373fad8bb5c8bc91411c27abe4f0f0,506,1767,377.5,1,2,6,0.229519,0,1.0,21.4095,0.166667,1,0.981574,1,1
"04/11/2008, 10:15:51",1207923351,d085b9410dd196cb65976fd984d3ca5c40063434,63,0,378.333,1,2,3,0.301575,0,2.0,8.57449,0.666667,2,1.98152,2,1
"04/11/2008, 11:08:07",1207926487,67534ed15fe28fe74751642509f5d6bbc38a353d,2,1,366.0,1,1,1,0.0,0,1.0,51.4446,3.0,3,2.98122,0,0
"04/12/2008, 12:44:14",1208018654,5b40e01dd203d3e84bb27c6ab649e82ead952120,110,1,202.6,1,1,5,0.702517,0,1.0,26.8052,0.2,4,3.96967,3,1
"04/14/2008, 03:11:04",1208157064,dcf942cdd1c868009629cd587bb6e87ba907311d,30,11,148.0,1,1,1,0.0,0,2.0,1.60197,2.0,5,4.94809,4,1
"04/14/2008, 21:16:52",1208222212,a77e64d71ed71cbe74a7c243379b1144d6bd9acd,1358,6,23.4167,1,4,12,0.368075,0,2.0,12.2945,0.416667,0,0.0,0,1
"04/16/2008, 19:31:24",1208388684,6011291b44c05112381cde6ce68f2e4e76fe45d3,17,2,367.0,1,1,1,0.0,0,2.0,5.3495,4.0,6,5.90509,1,0
"04/16/2008, 19:39:12",1208389152,dab28f8483ef5079b24af337fc76a1fb66cdbb26,5,5,160.0,1,1,2,0.734496,0,3.0,3.11017,1.5,7,6.90499,5,1
"04/16/2008, 20:43:19",1208392999,e82af530b0dc26f4cdc1ce178319b4a79a7bad4a,54,2,117.5,1,2,2,0.633007,0,2.0,16.9343,1.5,8,7.90404,6,1
"04/16/2008, 20:47:42",1208393262,3f683ad8318cae4c7a4297a663761a85077811f8,243,0,0.0,1,2,4,0.614377,0,0.0,0.0,0.0,9,8.90396,7,0
"04/16/2008, 20:59:51",1208393991,9a1a44b69de5adc9ed40b182bab45a9ba65917a8,2,2,49.0,1,1,1,0.0,1,2.0,1.98818,4.0,10,9.90374,8,0
"04/16/2008, 23:07:40",1208401660,e3d68a056778871f98a8ba4f6c9dacf1391cb6a4,1,1,382.0,1,1,1,0.0,0,2.0,0.150185,5.0,11,10.9011,2,0
"04/17/2008, 11:08:56",1208444936,e63dd05d6d37e241bd55346aaef5ddf6e2d9bb1f,3,7,74.5,1,1,2,0.734496,0,1.0,0.598079,0.5,12,11.8849,9,0
"04/18/2008, 15:28:49",1208546929,0a7717fc02e4064b6b10275d9eafeccdcbf2e33d,542,25,101.5,1,2,2,0.228669,0,1.0,16.4597,0.5,1,0.989808,1,1
"04/18/2008, 15:46:55",1208548015,1b2e4e35ed2b2dce279160ea7b4541182b026ca8,466,2,35.9167,2,3,12,0.413148,0,3.0,0.289717,0.833333,13,12.8433,13,1
"04/18/2008, 20:10:38",1208563838,a8a33322bbbbeb10209faefb4aeb4161528b689d,315,294,163.882,1,6,17,0.38358,1,2.0,41.3578,0.529412,2,1.98875,2,1
"04/18/2008, 20:49:44",1208566184,c1095f4ccc9422669a97403090c20a70ae36b18a,77,72,165.667,1,5,24,0.655265,0,4.0,7.02957,0.75,0,0.0,0,1
"04/20/2008, 11:18:52",1208704732,6a401e9da696494e2e3a2d8cce82dba326d9e8d7,23,0,163.0,1,1,1,0.0,0,2.0,3.65255,3.0,10,8.51864,4,1
"04/20/2008, 15:24:58",1208719498,3f526642caa2177107a632a131d6a9e8e5e23f0b,0,0,132.333,4,24,87,0.0,0,5.0,18.0538,0.37931,14,13.7693,15,0
"04/21/2008, 13:29:14",1208798954,119a39d4f35126ffd2921175e6a96367ef5adc46,393,180,265.5,1,1,12,0.487986,0,4.0,0.91963,1.0,3,2.96671,0,1
"04/23/2008, 09:18:42",1208956722,6f320d75de13a19542613c35f96ade30369a80aa,267,0,0.0,2,2,2,0.587692,1,0.0,0.0,0.0,15,14.6607,6,1
"04/23/2008, 09:45:55",1208958355,06b7c8c8b9b0f9d882737a0c4f218f62194e45f4,3,3,177.0,1,1,1,0.0,1,1.0,0.0189005,1.0,16,15.6599,2,0
"04/23/2008, 09:49:40",1208958580,72116a08a73d0642401bbdad1f728109296c2665,1,1,177.0,1,1,1,0.0,0,1.0,0.00260417,2.0,17,16.6598,3,0
"04/23/2008, 13:35:16",1208972116,f115e352d16593675f37fa060315843d454170a1,167,234,173.5,1,3,12,0.403779,0,4.0,2.54064,1.08333,18,17.6523,4,1
"04/23/2008, 13:50:10",1208973010,d907cbfd82e3c95f5c4871b8e36190582d2f2ea1,647,22,18.6429,1,2,14,0.404976,0,3.0,0.629489,0.571429,19,18.6518,5,0
"04/23/2008, 15:26:42",1208978802,70123b4fe00f19b99c098f012b77439ffe5d8356,2,2,47.0,1,1,1,0.0,0,1.0,0.067037,1.0,20,19.6483,6,0
"04/23/2008, 17:38:24",1208986704,bca581ef8a39e41b7ddba8322dc05f9d40d6e3cf,463,526,193.333,1,7,18,0.465577,0,5.0,2.60536,1.0,4,3.94343,1,1
"04/23/2008, 18:07:15",1208988435,76f705e887659466f275f912fd3babd78d75e53c,3,4,148.0,1,2,2,0.47756,0,5.0,3.1127,3.5,5,4.94316,2,0
"04/26/2008, 17:40:13",1209246013,3e44d3c5eff7f22005619ef1c96932b67544200a,0,0,0.0,1,1,1,0.0,0,2.0,6.09392,2.0,11,9.37884,0,0
