date_time,time_stamp,commit_id,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp,bug
"05/01/2006, 21:50:04",1146534604,7c3ea3ce5c67361c2d20e2097b8cc9534297c136,1,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0
"05/01/2006, 21:54:43",1146534883,abb6ced9ddb20ef760f5083d6519bbe1037a16d2,1,1,1.0,1,1,1,0.0,0,1.0,0.00322917,1.0,1,0.999991,1,0
"05/01/2006, 22:04:22",1146535462,c4f7354a25c1dee2fcaec044b00efe82b7399b33,1,1,1.0,1,1,1,0.0,0,1.0,0.00670139,2.0,0,0.0,0,0
"05/08/2006, 18:53:48",1147128828,69c646bf1a9ead6b621a56fd81cd2406fb7a747a,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,2,1.96302,0,0
"05/08/2006, 19:03:44",1147129424,3e039e7e3766d1dec0b2cb9b2bd9189555d0082c,2,0,1.0,1,1,1,0.0,0,2.0,6.87456,3.0,3,2.96296,2,0
"05/13/2006, 22:09:10",1147572550,c3d9053a6b2d64f57a6657a0570055071c559a6c,1,1,3.0,1,1,1,0.0,0,2.0,5.12877,4.0,1,0.968161,1,0
"05/13/2006, 23:25:56",1147577156,c64c2ca062ea353fdce8197f45a6fcc7e1d98a38,29673,0,0.0,1,14,134,0.584213,0,0.0,0.0,0.0,2,1.96788,0,1
"05/13/2006, 23:38:55",1147577935,b38bdc89ccb582ef006d84d726aebf63b35ccafe,2,28,575.438,1,4,16,0.780821,0,1.0,0.0090162,0.0625,3,2.96781,1,0
"05/14/2006, 00:06:09",1147579569,42cbc4dd743d0072aea113d13788f9324eb193e0,105,105,23.1429,1,7,7,1.0,0,1.0,0.0279282,0.142857,4,3.9676,2,0
"05/14/2006, 16:29:21",1147638561,e6584f2f7490ee77caad0c349866c5c395ec086a,0,965,965.0,1,1,1,0.0,0,1.0,0.710706,1.0,5,4.95838,3,0
"05/14/2006, 17:05:41",1147640741,9d8d5d02e365b7b76477422d3740b692592db8c7,0,1,30.0,1,1,1,0.0,0,1.0,0.735937,1.0,6,5.95798,4,0
"06/28/2006, 15:34:33",1151523273,b9183699ba5e4eb2335772077f2b0d8918767fb8,34466,28175,103.169,1,31,278,0.461414,0,1.0,21.8467,0.0143885,7,6.19925,5,1
"06/28/2006, 15:46:13",1151523973,46e7dbf647b3ae5653e242218f7723f0b0dd5e89,27213,81,118.549,3,50,295,0.426119,0,1.0,0.00447662,0.0101695,8,7.19911,8,1
"06/28/2006, 19:38:05",1151537885,67410de676d5a77588829e97edbe1e251839f99d,0,162,162.0,1,1,1,0.0,0,1.0,0.161019,1.0,9,8.19581,7,0
"06/30/2006, 18:37:18",1151707038,bf8ffa5ced5bda9a67d87fc43bd4336509112e74,15480,19696,216.502,2,25,283,0.5946,0,1.0,1.99153,0.0141343,10,9.15052,9,1
"06/30/2006, 20:20:02",1151713202,f025bd4015c8b5969bdcf8f71a16674c42060105,1,1,222.0,1,1,1,0.0,0,1.0,0.0713426,3.0,11,10.1487,9,0
"07/10/2006, 03:45:45",1152517545,00652be8fdb0007e6b0b624a370b9837c2854019,4,1,344.0,1,1,1,0.0,0,1.0,9.38087,3.0,12,10.8897,10,0
"07/10/2006, 20:35:10",1152578110,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,104070,5254,74.4088,7,62,773,0.481919,0,1.0,3.91555,0.00905563,13,11.8687,16,1
"07/10/2006, 21:00:34",1152579634,b9636bb8786de3ffbc3c897f4fe5f38e979c9df7,75,3,508.5,3,3,8,0.240988,0,1.0,0.0176389,0.5,14,12.8682,16,1
"07/11/2006, 21:06:30",1152666390,7a6d34e95f66e916e44b844b1ce6551ba8169539,98492,92160,236.114,6,28,490,0.432334,0,1.0,1.02151,0.0122449,15,13.8328,22,1
"07/11/2006, 21:32:26",1152667946,3feb467900547ecac8be5acadcdb02f79433db33,30,23086,200.636,7,14,118,0.450458,0,1.0,0.892416,0.0423729,16,14.8322,32,1
"07/12/2006, 15:07:34",1152731254,26ee3648c3985b0e9b69201c3725a37518759aee,29,100,847.364,3,6,11,0.420538,0,1.0,0.843628,0.454545,17,15.8025,22,0
"07/13/2006, 15:04:14",1152817454,4bc5b3bd0f9b0df5259b93666555f1a45b6f0f57,5,11,1311.0,1,3,3,0.780639,0,1.0,1.74843,0.666667,18,16.7595,5,1
"07/13/2006, 18:45:48",1152830748,4ddf63ea3f0ed80c6efa8877201d909900965244,54,219,628.1,4,20,50,0.618619,0,1.0,2.04116,0.14,19,17.7525,28,0
"07/13/2006, 19:44:20",1152834260,7cf69d8bccc218d9013f81574916e9ae06afbd68,4118,4041,221.491,5,24,584,0.696277,0,1.0,1.95429,0.0222603,20,18.7505,36,0
"07/13/2006, 20:47:40",1152838060,e27f636729b8e1fe67f8f6fdb741c962f04fe9cb,30,35,556.1,2,10,20,0.685375,0,1.0,0.0460139,0.4,21,19.7483,26,0
"07/13/2006, 23:05:22",1152846322,1baedb7e8a81e33e731ade1bd35a13ae01683224,2,0,3499.0,1,1,1,0.0,0,1.0,0.095625,5.0,22,20.7431,9,0
"07/14/2006, 03:43:04",1152862984,6577d2f166a07688870db4014961ec1f8b5b4ead,38,62,223.333,2,3,3,0.15756,0,1.0,0.317793,1.66667,23,21.7322,15,0
"07/14/2006, 15:48:07",1152906487,32baa428fe8f575255f2e18987689d05d04f58b3,46,27,362.8,2,4,5,0.56363,0,1.0,0.835961,1.4,24,22.7024,30,1
"07/15/2006, 12:40:00",1152981600,2d8ee34a01f6e0b08b2be44f15e434d16523ea9d,229,135,334.143,3,7,14,0.337726,0,1.0,2.70801,0.714286,25,23.6488,38,1
"07/15/2006, 12:56:41",1152982601,9fd87ae45c1be381de35d7a1f14233d9de4e7905,1,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,26,24.6481,7,0
"07/17/2006, 13:35:39",1153157739,6936fc0d59ddfdbd903580572acd198cd53b86e5,30,33,568.0,1,1,1,0.0,0,1.0,2.03865,7.0,27,25.5129,21,1
"07/18/2006, 14:10:59",1153246259,99eb918da3e5dbf1253a57e2b0a2b41f666457a4,102,2,637.2,2,4,5,0.29889,0,1.0,3.71682,1.8,28,26.4424,35,1
"07/18/2006, 18:32:16",1153261936,19b401bcc7a1059ac04de3a9abce2d3a99121cf1,26,11,361.4,2,4,5,0.31845,1,1.0,2.22426,2.4,29,27.4294,37,0
"07/18/2006, 19:52:09",1153266729,89f6359ebc163a62f246fc2c9057b6b7071d7ece,16,44,823.25,2,3,4,0.377341,0,1.0,4.06965,1.75,30,28.4253,23,0
"07/18/2006, 21:37:08",1153273028,f9eb746445e84c4d2fab223175ed54cdac45cede,24,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,31,29.4197,16,1
"07/19/2006, 17:34:44",1153344884,7d1c8fccafcd31919a79edf46969c5662e2704b5,81398,2072,127.315,9,50,476,0.469027,0,1.0,1.26011,0.039916,32,30.3537,65,1
"07/19/2006, 17:56:52",1153346212,aad47c26bdcb9edfef7f2022d1605d0f7b698a90,3,59,546.545,2,8,22,0.695746,0,1.0,0.246009,0.409091,33,31.3525,26,0
"07/19/2006, 18:50:34",1153349434,b108a39e7ec1719df17034f9f0083477be816951,0,0,211.701,9,87,1028,0.0,0,1.0,3.478,0.0262646,34,32.3493,76,0
"07/19/2006, 21:15:04",1153358104,a1f4fd3eb0c3e7e80f73c1a06bc0cb7c29249503,206,251,865.429,3,3,7,0.28649,0,1.0,0.100347,1.42857,35,33.3405,41,1
"07/19/2006, 22:38:07",1153363087,09e89d9cbb2523696e19ac6c1bca52d6b3b6ebe1,12,12,454.0,1,1,1,0.0,0,1.0,0.158021,5.0,36,34.3353,12,0
"07/20/2006, 13:24:09",1153416249,fc9321f35e252d60186482393d63e967587af2d2,10,38,1988.33,2,2,3,0.777293,0,1.0,0.773322,4.0,37,35.2784,47,1
"07/21/2006, 11:53:31",1153497211,7bd0d044e3b65fc046fce6fccad65a8d85d5ced4,12,6,286.5,1,1,2,0.35218,0,1.0,1.63137,3.0,38,36.1893,13,0
